id,subject,name,units,term,description
CalPoly_EE 440,Electrical Engineering,Wireless Communications,3 units,['Winter'],"Wireless microwave system design and analysis. RF transmission lines, microwave networks, receiver design, modulation techniques, and mixer characterization and realizations. Noise and distortion, RF oscillators and frequency synthesizers, filter design. Radiating systems and electromagnetic wave propagation, microwave amplifier design."
CalPoly_EE 443,Electrical Engineering,Fiber Optics Laboratory,1 unit,['Fall'],"Experimental investigation of the properties of optical fibers, sources, and detectors. Measurement of fiber physical characteristics, attenuation, losses, and bandwidth. Evaluation of an analog and digital fiber optic data link."
CalPoly_EE 444,Electrical Engineering,Power Systems Laboratory,1 unit,['Spring'],"Protective relaying, coordination, and relay calibration. Power control using transformers, parallel operation of generators, and computer simulation of power systems."
CalPoly_EE 445,Electrical Engineering,High Frequency Amplifier Design Laboratory,1 unit,['Fall'],"Experimental investigation employing advanced techniques. Design of high - frequency electronic amplifiers utilizing S - parameters of bipolar transistors, network analyzers, and computer simulation techniques."
CalPoly_EE 449,Electrical Engineering,Electronic Design Laboratory,1 unit,"['Fall', 'Winter']",Design of electronic systems and subsystems using integrated circuits.
CalPoly_EE 450,Electrical Engineering,Solar Photovoltaic System Engineering,4 units,['Winter'],"Engineering principles, design, and installation of solar photovoltaic power systems including grid - tie and off - grid systems. Photonic energy conversion, solar module engineering, solar power electronics, photovoltaic site planning, mechanical and structural considerations, permit processes, government incentives, and analysis of financial and investment issues. Field trips required."
CalPoly_EE 452,Electrical Engineering,Advanced Analog Circuits Laboratory,1 unit,['Winter'],"Advanced laboratory study of LC and VCO oscillators, phase detectors, phase - locked loop circuits, transducer interface circuits, noise sources and signal - to - noise determination, ADC and DAC for data conversion. Formal experiments and computer SPICE simulation."
CalPoly_EE 455,Electrical Engineering,Analog Filter Design Laboratory,1 unit,['Spring'],Advanced laboratory study of sensitivity and stability of active networks prescribed for realization of transfer functions by active network synthesis techniques. Formal experiments and individual project work.
CalPoly_EE 456,Electrical Engineering,Digital Communication Systems Laboratory,1 unit,['Fall'],"Methods of digital modulation and demodulation. Emphasis on spectral analysis, bandwidth requirements and other practical considerations of modulation and demodulation."
CalPoly_EE 458,Electrical Engineering,Photonic Engineering Laboratory,1 unit,['Spring'],"Experimental investigation of the techniques used in processing optical signals. Formal experiments on electro - optic modulation, acousto - optic modulation. Construction of an RF spectrum analyzer. Analog processing of optical signals, and charge - coupled array devices."
CalPoly_EE 459,Electrical Engineering,Digital Signal Processing Laboratory,1 unit,['Winter'],"Experiments in digital filter design and digital signal processing emphasizing various areas of application. Formal experiments and individual project work, including DSP algorithm and digital filter analysis, design and implementation using Matlab, and real - time implementations using C on an embedded DSP processor."
CalPoly_EE 460,Electrical Engineering,Senior Project Preparation,2 units,"['Fall', 'Winter']","Introduction to teamwork and team - oriented project execution. Project planning, scheduling and analysis. Usage of tools for project management including Gantt and Pert Charts. Project development, cost and time estimation using top - down and bottom - up approaches. Ethics and ethical issues as they pertain to the conduct of engineering. Development of senior project proposal."
CalPoly_EE 461,Electrical Engineering,Senior Project I,2 units,"['Fall', 'Winter', 'Spring', 'Summer']",Investigation and design of a project under faculty supervision. Projects typical of problems which graduates must solve in their fields of employment. Project results are presented in a formal report.
CalPoly_EE 462,Electrical Engineering,Senior Project II,2 units,"['Fall', 'Winter', 'Spring', 'Summer']",Continuation and completion of a project under faculty supervision. Projects typical of problems which graduates must solve in their fields of employment. Project results are presented in a formal report.
CalPoly_EE 463,Electrical Engineering,Senior Project Design Laboratory I,2 units,"['Fall', 'Winter', 'Spring', 'Summer']",Investigation and design of a project under faculty supervision. Projects typical of problems which graduates must solve in their fields of employment. Project results are presented in a formal report. Not open to students with credit in EE461.
CalPoly_EE 464,Electrical Engineering,Senior Project Design Laboratory II,2 units,"['Fall', 'Winter', 'Spring', 'Summer']",Continuation and completion of a project under faculty supervision. Projects typical of problems which graduates must solve in their fields of employment. Project results are presented in a formal report. Not open to students with credit in EE462.
CalPoly_EE 470,Electrical Engineering,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for advanced students. Open to undergraduate and graduate students. Class Schedule will list topic selected. Total credit
CalPoly_EE 471,Electrical Engineering,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. Class Schedule will list topic selected. Total credit
CalPoly_EE 472,Electrical Engineering,Digital Control Systems Laboratory,1 unit,['Fall'],"Design and programming of microprocessor - based digital controls for electro - mechanical plants. Topics include digital control laws, translation of transfer functions into algorithms, assembly language programming, real - time software design, sample rate selection, finite word - length considerations."
CalPoly_EE 480,Electrical Engineering,Wireless Communications Laboratory,1 unit,['Winter'],"Wireless microwave system design and analysis. RF transmission lines, microwave networks, receiver design, modulation techniques, and mixer characterization and realizations. Noise and distortion, RF oscillators and frequency synthesizers, filter design. Radiating systems and electromagnetic wave propagation, microwave amplifier design."
CalPoly_EE 494,Electrical Engineering,Cooperative Education Experience,6-12 units,['cr/nc'],"Full - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Evaluation by work supervisor required. Credit / No Credit grading only. No major credit allowed ; total credit"
CalPoly_EE 495,Electrical Engineering,Cooperative Education Experience,6-12 units,"['Fall', 'Winter', 'Spring', 'Summer']","Full - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Major credit limited to 4 units ; total credit"
CalPoly_EE 500,Electrical Engineering,Individual Study,1-3 units,"['Fall', 'Winter', 'Spring', 'Summer']","Advanced study planned and completed under the direction of a member of the department faculty. Open only to graduate students who have demonstrated ability to do independent work. Enrollment by petition. Total credit limit at discretion of graduate advisor, not"
CalPoly_EE 502,Electrical Engineering,Microwave Engineering,4 units,['Winter'],"Application of Maxwell 's equations and boundary value problems to waveguide structures. Striplines and microstrip lines. S - parameters. Microwave equivalent circuit theorem. Passive microwave devices. Charge and field interactions in oscillators and amplifiers. Transferred electron devices, avalanche transit - time devices, and microwave transistors. Circuits associated with oscillators and reflection type amplifiers."
CalPoly_EE 504,Electrical Engineering,Software Defined Radio,4 units,['Spring'],"Introduction to software defined radios, including architectures of software defined radio receivers and transmitters, design principles and trade - offs, signal processing techniques, and applications of the technologies."
CalPoly_EE 509,Electrical Engineering,Computational Intelligence,4 units,['Spring'],"Theory, design, and applications of biologically inspired computational paradigms, including artificial neural networks, evolutionary computation, swarm intelligence, and hybrid intelligent systems."
CalPoly_EE 511,Electrical Engineering,Electric Machines Theory,4 units,['Winter'],Advanced topics in electric machines theory. Introduction to Park 's transformation. Analysis of electric machines using Kron 's generalized concept. Vector control of induction machines.
CalPoly_EE 513,Electrical Engineering,Control Systems Theory,4 units,['Winter'],"State representation of dynamic systems. Mathematical models of physical devices, controllability and observability. Design of closed - loop systems. Optimal control theory."
CalPoly_EE 514,Electrical Engineering,Advanced Topics in Automatic Control,4 units,['Spring'],"Summary course covering five selected graduate - level topics in automatic control theory and practice ; implementation issues in digital control, nonlinear control theory and design, LQ and time optimal control, variable structure control, and fuzzy logic / model - free control."
CalPoly_EE 515,Electrical Engineering,Discrete Time Filters,4 units,['Fall'],"Advanced topics in filter design and implementation. Emphasis placed on current applications and on the processing of real signals. Topics may include signal analysis via spectral estimation, short time Fourier transforms, and spectrograms. Effects of coefficient quantization, and limits of practical filters. State space realization. Optimal and adaptive filters for signal prediction, system identification, and noise cancellation. Techniques implemented in programming assignments."
CalPoly_EE 516,Electrical Engineering,Pattern Recognition,4 units,['Spring'],"Fundamental topics in statistical pattern recognition including Bayesian decision theory, Maximum - likelihood and Bayesian estimation, non - parametric density estimation, feature selection, dimension reduction, and clustering, with application to image pattern recognition."
CalPoly_EE 518,Electrical Engineering,Power System Protection,4 units,['Spring'],"Unsymmetrical faults. Protection fundamentals. Instrument transformers. Power system grounding. Generator protection, transformer protection, busbar protection, line and motor protection."
CalPoly_EE 519,Electrical Engineering,Advanced Analysis of Power Systems,4 units,['Spring'],"Advanced power system stability analysis, numerical methods in power system analysis."
CalPoly_EE 520,Electrical Engineering,Solar-Photovoltaic Systems Design,4 units,['Spring'],Solar radiation and insolation variability. Solar cell theory. Photovoltaic module and array design. Interfacing PV generators with various kinds of loads. Power processing circuits and systems. Energy storage options. Stand - alone and grid - connected systems. Economic and policy issues.
CalPoly_EE 521,Electrical Engineering,Computer Systems,4 units,['Spring'],"Organization of modern general purpose, high speed digital computer systems. Design of arithmetic units, control units, memories and memory subsystems. Cost, power and speed trade - offs in the design of such systems."
CalPoly_EE 522,Electrical Engineering,Advanced Real-Time Operating Systems Design,4 units,['Winter'],"Define and implement a microcontroller - based Real - Time Operating System ( RTOS ). Advanced real - time concepts, kernel structure, task and time management, various intertask communication constructs including semaphores, queues and mailboxes. Scheduler design, memory management and shared resource management in a resource - constrained microcontroller environment."
CalPoly_EE 523,Electrical Engineering,Digital Systems Design,4 units,['Fall'],"Full - custom design and analysis of digital circuits using full CMOS, pass - transistor and dynamic circuit topologies. Transistor sizing for minimizing power consumption, delay and other design criteria."
CalPoly_EE 524,Electrical Engineering,Solid State Electronics,3 units,['Spring'],"Physical theory of solid - state devices. Properties of metal - semiconductor junctions and p - n junctions. Derivation of properties of diodes, transistors, and four - layer devices from basic physical and mathematical considerations."
CalPoly_EE 525,Electrical Engineering,Stochastic Processes,4 units,['Fall'],Probability and stochastic processes used in random signal analysis. Response of linear systems to random inputs. Auto - correlation and power spectral densities. Applications in signal processing using the discrete Kalman filter.
CalPoly_EE 526,Electrical Engineering,Advanced Digital Communications,4 units,['Winter'],Modern digital communication systems. M - ary signals. Vector space representation of signals. Optimum receiver principles. Common signal sets. Signal space dimensionality versus time - bandwidth product.
CalPoly_EE 527,Electrical Engineering,Advanced Topics in Power Electronics,4 units,['Spring'],"Selected advanced topics in power electronics such as dc - dc converters, phase - controlled rectifiers, switched - mode inverters, ac and dc drives, HVDC transmission, or utility applications of power electronics."
CalPoly_EE 528,Electrical Engineering,Digital Image Processing,4 units,['Fall'],"Processing and interpretation of images by computer. Emphasis on current applications with real images used in programming assignments. Topics may include histogram equalization, 2-D convolution, correlation, frequency - domain processing, median filtering, compression, Hough transform, segmentation and region growing, morphological operations, texture description, shape description, Bayes classifier."
CalPoly_EE 529,Electrical Engineering,Microwave Device Electronics,3 units,['Winter'],"Emphasis on device theory of operation, fabrication techniques and circuit principles of active microwave solid - state devices, their noise aspects and systems applications."
CalPoly_EE 530,Electrical Engineering,Fourier Optics,4 units,['Winter'],"Approach to the design and analysis of optical systems using linear communication theory, including Fourier analysis. Analysis of two - dimensional signals and systems, foundations of scalar diffraction theory. Fresnel and Fraunhofer diffraction. Wave - optics analysis of coherent optical systems, frequency analysis of optical imaging systems, holo - graphy.4 seminars."
CalPoly_EE 533,Electrical Engineering,Antennas,4 units,['Spring'],"Principles of antenna theory. Antenna parameters, radiation integrals. Duality and reciprocity theorems. Wire antennas. Antenna arrays. Traveling wave antennas. Broadband and frequency independent antennas. Aperture and reflector antennas. Microstrip antennas. Antenna design."
CalPoly_EE 541,Electrical Engineering,Advanced Microwave Laboratory,2 units,['Winter'],Experimental measurement in waveguide and microstrip circuits employing the advanced Network Analyzer. Design of both passive and active microwave circuits using microstrip. Graphical and analytical design techniques as well as the use of computer - aided design codes.
CalPoly_EE 544,Electrical Engineering,Solid-state Electronics and VLSI Laboratory,1 unit,['Summer'],Experimental procedures in solid - state electronics and integrated circuits. Investigation and improvement of the characteristics of solid - state electronic devices and integrated circuits.
CalPoly_EE 563,Electrical Engineering,Graduate Seminar,1 unit,['cr/nc'],"Current developments in the fields of electrical and electronic engineering. Participation by students, faculty and guest lecturers. Open to graduate students with a background in electrical or electronic engineering. Credit / No Credit grading only. Total credit"
CalPoly_EE 570,Electrical Engineering,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for advanced students. Open to graduate students and selected seniors with electrical and electronic engineering background. Class Schedule will list topic selected. Total credit
CalPoly_EE 571,Electrical Engineering,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_EE 594,Electrical Engineering,Cooperative Education Experience,6-12 units,['cr/nc'],"Advanced study analysis and full - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Credit / No Credit grading only. Total credit"
CalPoly_EE 595,Electrical Engineering,Cooperative Education Experience,6-12 units,['cr/nc'],"Advanced study analysis and full - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. A fully - developed formal report and evaluation by work supervisor required. Total credit"
CalPoly_EE 599,Electrical Engineering,Design Project (Thesis),1-9 units,"['Fall', 'Winter', 'Spring', 'Summer']","Each individual or group will select, with faculty guidance and approval, a topic for independent research or investigation resulting in a thesis or project to be used to satisfy the requirement for the degree. An appropriate experimental or analytical thesis or project may be accepted."
CalPoly_ENGR 101,Engineering,Engineering Student Success,1 unit,['cr/nc'],"Strategies for success as an engineering student, including development of intrinsic motivation, time management, self - advocacy, campus resources, and career preparation. Engineering design process, teamwork, and communication skills. Credit / No Credit grading only."
CalPoly_ENGR 110,Engineering,Introduction to Engineering,2 units,['Fall'],"Introduction to engineering and the computing disciplines with emphasis on the design process, professionalism, communication, teamwork, diversity and skills for academic success in engineering."
CalPoly_ENGR 234,Engineering,Introduction to Design Thinking,4 units,['Winter'],"Introduction to the process of design thinking and human centered design, including design process, methodology, and implementation. Empathy, creativity, iterative prototyping, and contextual design of products and services."
CalPoly_ENGR 270,Engineering,Selected Topics,1-4 units,['tbd'],Directed group study of selected topics. The Schedule of Classes will list title selected. Total credit
CalPoly_ENGR 301,Engineering,Engineering Professional Success,1 unit,['cr/nc'],"Strategies for success as an engineering professional. Preparation for job searches, including networking and building a professional identity. Exploration of engineering within context of society and community. Intended for First Generation and new transfer students. Credit/ No Credit grading only."
CalPoly_ENGR 302,Engineering,Transportation and Manufacturing in the Twenty-First Century,4 units,['ge area Fall'],"Role of transportation and manufacturing technology in the twenty - first century. Effects of technological change upon society, and the principles associated with the advancement of transportation and manufacturing technologies in the automotive industry and the industrial - military complex. Case studies of systems to compare alternative approaches to problem solving."
CalPoly_ENGR 310,Engineering,Introduction to Entrepreneurship,4 units,"['Fall', 'Winter', 'Spring']",Role and impact of entrepreneurship and technology startups ; characteristics and traits of entrepreneurs ; opportunity identification and assessment ; frameworks for building startups ; the founding team ; organizational and legal issues ; business and value proposition models ; acquiring resources ; entrepreneurial risk ; realizing and harvesting value. 4 lectures. Crosslisted as BUS / ENGR310.
CalPoly_ENGR 322,Engineering,The Learn By Doing Lab Teaching Practicum,2 units,['cr/nc'],"Early teaching experience in an informal science, technology, engineering, and mathematics ( STEM ) teaching and learning environment. Principles of inquiry - driven STEM education, lesson design, implementation and assessment. Intended for undergraduates exploring STEM teaching as a career. Total credit limited to 4 units. Credit / No Credit grading only."
CalPoly_ENGR 334,Engineering,Needfinding in New Product Design,4 units,['Spring'],"Identification and characterization of human needs for future products, systems, services, and environments. Observation and interview techniques based on ethnographic approaches and building design empathy. Emphasis on development of broad and flexible thinking skills for designers to address the needs of a changing society. Field trips required."
CalPoly_ENGR 350,Engineering,The Global Environment,4 units,['ge area Fall'],"Interdisciplinary investigation of how human activities impact the Earth 's environment on a global scale. Examination of population, resource use, climate change, and biodiversity from scientific / technical and social / economic/ historical / political perspectives. Use of remote sensing maps. Sustainable solutions. 4 lectures."
CalPoly_ENGR 400,Engineering,Special Problems for Advanced Undergraduates,2-4 units,"['Fall', 'Winter', 'Spring', 'Summer']","Individual investigation, research, studies or surveys of selected problems. Total credit"
CalPoly_ENGR 440,Engineering,Engineering as a Profession,3 units,['tbd'],"Preparation for the transition from academia to industry. Working knowledge of key topics such as leadership, organizational structure, intellectual property, business models, and product development cycles, along with an appreciation of impact of technology on society."
CalPoly_ENGR 451,Engineering,Special Topics in Bioengineering,4 units,['Winter'],"Current topics in bioengineering, including medical applications and industrial applications. Total credit limited to 16 units, with a maximum of 4 units per quarter. See The Schedule of Classes for topic selected."
CalPoly_ENGR 459,Engineering,Interdisciplinary Senior Design Project I,2 units,['Fall'],"First of three courses taken sequentially in a team based interdisciplinary senior design project. Development of sponsor 's needs and generation of design solutions. Project management, cost analysis, intellectual property, test plans, impact analysis on society, and ethical considerations. Communication of results to project sponsor."
CalPoly_ENGR 460,Engineering,Interdisciplinary Senior Design Project II,2 units,['Winter'],"Continuation of ENGR459 and senior project. Activities focus on detail design, analysis and material procurement."
CalPoly_ENGR 461,Engineering,Interdisciplinary Senior Design Project III,2 units,['Spring'],Continuation of ENGR460 and completion of senior project. Design verified through prototyping and testing.
CalPoly_ENGR 462,Engineering,Senior Project,4 units,"['Fall', 'Winter', 'Spring', 'Summer']",Selection and completion of project under faculty supervision. Projects typical of problems which graduates must solve in their fields of employment. Project results presented in a formal report. Minimum commitment of 150 hours.
CalPoly_ENGR 463,Engineering,Interdisciplinary Entrepreneurial Senior Design Project I,2 units,['Fall'],"First of three courses taken sequentially in a team based interdisciplinary senior design project with engineering and business students. Entrepreneurial process through design of a product or service, using customer development and agile engineering."
CalPoly_ENGR 464,Engineering,Interdisciplinary Entrepreneurial Senior Design Project II,2 units,['Winter'],Continuation of ENGR463 and a team based interdisciplinary senior design project with engineering and business students.
CalPoly_ENGR 465,Engineering,Interdisciplinary Entrepreneurial Senior Design Project III,2 units,['Spring'],Continuation of ENGR464 and a team based interdisciplinary senior design project with engineering and business students.
CalPoly_ENGR 470,Engineering,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_ENGR 471,Engineering,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_ENGR 481,Engineering,Senior Project Design Laboratory I,2 units,['tbd'],"Selection, development, and completion of project by individuals or team which is typical of problems graduates must solve in their fields of employment or applied research. Project may involve, but is not limited to, physical modeling and testing of integrated design projects, costs, planning scheduling and research and may involve students from several disciplines. Formulation of outline, literature review, and project schedule."
CalPoly_ENGR 482,Engineering,Senior Project Design Laboratory II,2 units,['tbd'],"Selection, development, and completion of project by individuals or team which is typical of problems graduates must solve in their fields of employment or applied research. Project may involve, but is not limited to, physical modeling and testing of integrated design projects, costs, planning scheduling and research and may involve students from several disciplines. Formulation of outline, literature review, and project schedule."
CalPoly_ENGR 483,Engineering,Senior Project Design Laboratory III,2 units,['tbd'],"Continuation of ENGR482. Completion of project by individuals or team typical of problems graduates must solve in their fields of employment or applied research. Project may involve, but is not limited to, physical modeling and testing of integrated design projects, costs, planning, scheduling and research, and may involve students from several disciplines. Formulation of outline, literature review, and project schedule."
CalPoly_ENGR 493,Engineering,Cooperative Education Experience,2 units,['cr/nc'],"Part - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Credit / No Credit grading only. No major credit allowed ; total credit"
CalPoly_ENGR 494,Engineering,Cooperative Education Experience,6 units,['cr/nc'],"Full - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Credit / No Credit grading only. No major credit allowed ; total credit"
CalPoly_ENGR 495,Engineering,Cooperative Education Experience,12 units,['cr/nc'],"Full - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. A more fully developed formal report and evaluation by work supervisor required. Credit / No Credit grading only. No major credit allowed ; total credit"
CalPoly_ENGR 500,Engineering,Individual Study,2-4 units,"['Fall', 'Winter', 'Spring', 'Summer']",Advanced study planned and completed under the direction of faculty. Open to graduate students who have demonstrated the ability to do independent work. Total credit
CalPoly_ENGR 551,Engineering,Advanced Topics in Bioengineering,4 units,['tbd'],"Current topic in bioengineering research / application in detail, including medical applications and industrial applications. Takes advantage of capabilities of resident or visiting faculty. Total credit limited to 16 units. See The Schedule of Classes for topic selected."
CalPoly_ENGR 570,Engineering,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for graduate students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_ENGR 571,Engineering,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_ENGR 581,Engineering,Biochemical Engineering,4 units,['tbd'],Types of microorganisms and microbially - mediated biochemical reactions for biotechnology applications. Stoichiometric and thermodynamic principles for microbial growth and metabolism. Material and energy balances for aerobic and anaerobic growth and bioreactor design. Kinetics of enzyme catalyzed reactions. Field trips required.
CalPoly_ENGR 593,Engineering,Cooperative Education Experience,2 units,['cr/nc'],"Advanced study analysis and part - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Credit / No Credit grading only."
CalPoly_ENGR 594,Engineering,Cooperative Education Experience,6 units,['cr/nc'],"Advanced study analysis and full - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Credit / No Credit grading only."
CalPoly_ENGR 595,Engineering,Cooperative Education Experience,12 units,['cr/nc'],"Advanced study analysis and full - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. A fully - developed formal report and evaluation by work supervisor required. Credit / No Credit grading only."
CalPoly_ENGR 596,Engineering,Industry Sponsored Project Experience,1-9 units,"['Fall', 'Winter', 'Spring', 'Summer']","Designed for MS students who are performing a work - for - others research project that requires a Non - disclosure Agreement. Students who qualify will be required file a detailed, supervised report and undergo an examination on the work performed. Total credit"
CalPoly_ENGR 599,Engineering,Design Project (Thesis),1-9 units,"['Fall', 'Winter', 'Spring', 'Summer']","Each individual or group will select, with faculty guidance and approval, a topic for independent research or investigation resulting in a thesis or project to be used to satisfy the degree requirement. An appropriate experimental or analytical thesis or project may be accepted."
CalPoly_ENGL 92,English,Basic Writing,4 units,['cr/nc'],"Instruction in the writing process. Practice in the strategies of writing, revising, and editing paragraphs and essays with attention paid to focus, support, and organization. Directed readings of exemplary prose. Not for baccalaureate credit. Credit / No Credit grading only."
CalPoly_ENGL 93,English,Essay Writing for English as a Second Language Students,4 units,['cr/nc'],Practice in essay writing with special attention paid to the writing process. Focus on using details and examples for effective development. Review of grammar problems specific to ESL students. Journal writing to enhance fluency. Directed readings of essays and fiction. Not for baccalaureate credit. Credit / No Credit grading only.
CalPoly_ENGL 96,English,Writing and Rhetoric Tutorial,1 unit,['cr/nc'],"Directed, weekly practice in writing in a laboratory environment. Open to all students enrolled in ENGL 92, ENGL133, or ENGL134 ; required of all students scoring below 147 on the English Placement Test ( EPT ). Students scoring below 147 must enroll in the Writing and Rhetoric Stretch Program and take ENGL 96 during the second quarter of the stretch class, concurrently with ENGL133 or ENGL134. Not for baccalaureate credit. Credit / No Credit grading only."
CalPoly_ENGL 98,English,Graduation Writing Requirement Preparation,4 units,['cr/nc'],Writing practice of extemporaneous expository and argumentative essays under time pressure. Discussion and application of rhetorical and grammatical principles through critical reading of student and professional essays. Satisfactory completion of the course fulfills the Graduate Writing Requirement. Not for baccalaureate credit. Credit / No Credit grading only.
CalPoly_ENGL 129,English,Multilingual Approaches to Academic Writing Stretch (Part I),4 units,['cr/nc'],"Part one of a two - part stretch course sequence. Introduction to academic writing for bilingual and multilingual audiences. Draft, revise, and edit brief, weekly writing assignments to develop fluency in composing English for academic purposes. Credit / No Credit grading only."
CalPoly_ENGL 130,English,Multilingual Approaches to Academic Writing Stretch (Part II),4 units,['ge area a1'],"Part two of a two - part stretch course sequence. Rhetorical principles of and strategies for producing effective academic writing for multilingual audiences. Focus on genre awareness, strategic responses to a range of rhetorical situations across multiple languages, cultures, and style issues appropriate for bilingual and multilingual writers. 4 lectures. Fulfills GE Area A1."
CalPoly_ENGL 131,English,Writing and Rhetoric Stretch (Part I),4 units,['cr/nc'],"Part one of a two - part stretch course sequence. Rhetorical principles of and strategies for producing effective academic writing. Writing as a recursive process that leads to greater organizational coherency, stylistic complexity, and rhetorical awareness. Credit / No Credit grading only."
CalPoly_ENGL 132,English,Writing and Rhetoric Stretch (Part II),4 units,['ge area a1'],"Part two of a two - part stretch course sequence. Rhetorical principles of and strategies for producing effective academic writing. Writing as a recursive process that leads to greater organizational coherency, stylistic complexity, and rhetorical awareness. 4 lectures. Fulfills GE Area A1."
CalPoly_ENGL 133,English,Writing & Rhetoric for English as a Second Language Students,4 units,['ge area a1'],"Rhetorical principles and tactics applied to written work. Writing as a recursive process that leads to greater organizational coherency, stylistic complexity, and rhetorical awareness with an emphasis on grammatical elements appropriate for English as a Second Language students. 4 lectures. Fulfills GE Area A1 ; for students admitted Fall 2016 or later a grade of C- or better is required to fulfill GE Area A1."
CalPoly_ENGL 134,English,Writing and Rhetoric,4 units,['ge area a1'],"Rhetorical principles and tactics applied to written work. Writing as a recursive process that leads to greater organizational coherency, stylistic complexity, and rhetorical awareness. 4 lectures. Fulfills GE Area A1 ; for students admitted Fall 2016 or later a grade of C- or better is required to fulfill GE Area A1."
CalPoly_ENGL 135,English,Writing and Rhetoric Tutorial,1 unit,['cr/nc'],"Guided discussion and practice of writing strategies for students seeking support for first - year composition - related coursework. Weekly, individualized hour - long sessions with a peer writing consultant offering feedback based on the audience, purpose, and context of a writing task. Open to all students enrolled in ENGL129, ENGL131, ENGL133, or ENGL134 ; required of all students enrolled in ENGL130 or ENGL132. Total credit limited to 2 units. Credit / No Credit grading only."
CalPoly_ENGL 145,English,"Reasoning, Argumentation, and Writing",4 units,['ge area a3'],The principles of reasoning in argumentation. Examination of rhetorical principles and responsible rhetorical behavior. Application of these principles to written and oral communications. Effective use of research methods and sources. 4 lectures. Crosslisted as COMS / ENGL / HNRS145. Fulfills GE A3 ; for students admitted Fall 2016 or later a grade of C- or better is required to fulfill GE Area A3.
CalPoly_ENGL 148,English,"Reasoning, Argumentation and Professional Writing",4 units,['ge area a3'],"The principles of reasoning in professional writing. Discussion and application of rhetorical principles, both oral and written, in professional environments. Study of methods, resources and common formats used in corporate or research writing. 4 lectures. Crosslisted as ENGL / HNRS148. Fulfills GE A3 ; for students admitted Fall 2016 or later a grade of C- or better is required to fulfill GE Area A3."
CalPoly_ENGL 149,English,Technical Writing for Engineers,4 units,['ge area a3'],"The principles of technical writing. Discussion and application of rhetorical principles in technical environments. Study of methods, resources and common formats used in corporate or research writing. 4 lectures. Crosslisted as ENGL / HNRS149. Fulfills GE A3 ; for students admitted Fall 2016 or later a grade of C- or better is required to fulfill GE Area A3."
CalPoly_ENGL 150,English,Writing Tutorial,1 unit,['cr/nc'],"Guided discussion and practice of writing strategies for students seeking support for writing - related coursework and/or the GWR. Weekly, individualized and group sessions with a peer writing consultant offering feedback based on the audience, purpose, and context of a writing task. Credit / No Credit only. Total credit"
CalPoly_ENGL 202,English,Introduction to Literary Studies,4 units,"['Winter', 'Spring']","Introduction to literary genres, concepts, and terms. Emphasis on explication and interpretation, and on writing about literature."
CalPoly_ENGL 203,English,Core I: 450-1485,4 units,"['Fall', 'Winter']","Representative canonical and non - canonical readings in the literature of the period. Selections may include such readings as Beowulf, Chaucer, Dante, a mystery or morality play, the Pearl Poet and others, as chosen by the instructor."
CalPoly_ENGL 204,English,Core II: 1485-1660,4 units,"['Winter', 'Spring']","Representative canonical and non - canonical readings in the literature of the period. Selections may include such readings as Bradstreet, Donne, Milton, Shakespeare, Spenser, and others, as chosen by the instructor."
